date,rnum,rank,rankInten,rankOldAndNew,movieCd,rnum,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20170712,9,9,-4,OLD,20166967,9,트랜스포머: 최후의 기사,2017-06-21,31423600,1.3,-18370900,-36.9,21267935528,4360,-2433,-35.8,2584236,293,615
20170712,10,10,-3,OLD,20176961,10,지랄발광 17세,2017-06-28,10065500,0.4,-11414500,-53.1,615242600,1375,-1494,-52.1,78115,79,148
20170713,1,1,0,OLD,20167303,1,스파이더맨: 홈 커밍,2017-07-05,1403485100,61.2,-241339200,-14.7,36549346024,183923,-31889,-14.8,4485472,1668,8446
20170713,2,2,0,OLD,20178982,2,박열,2017-06-28,250446100,10.9,-25266200,-9.2,15378854696,35493,-3647,-9.3,2005680,594,2139
20170713,3,3,0,NEW,20175522,3,카3: 새로운 도전,2017-07-13,113212200,4.9,113212200,100,156858200,17037,17037,100,21801,530,1181
20170713,4,4,-1,OLD,20177501,4,플립,2017-07-12,120472500,5.3,15222300,14.5,234109900,16339,2024,14.1,31636,205,632
20170713,5,5,-1,OLD,20174801,5,내 사랑,2017-07-12,87828600,3.8,4995300,6,212174800,12104,578,5,28935,191,602
20170713,6,6,5,OLD,20176562,6,예수는 역사다,2017-07-13,53225900,2.3,46655900,710.1,92061900,7960,6730,547.2,13985,197,293
20170713,7,7,-2,OLD,20081056,7,다크 나이트,2008-08-06,59904600,2.6,-4465300,-6.9,27216879500,7767,-707,-8.3,4107839,132,389
20170713,8,8,-1,OLD,20158485,8,옥자,2017-06-29,34205500,1.5,-8642900,-20.2,1805889500,4635,-1314,-22.1,238562,86,234
20170713,9,9,0,NEW,20179245,9,판타스틱 단편 걸작선 1, ,24000000,1.0,24000000,100,24000000,4000,4000,100,4000,3,20
20170713,10,10,-2,OLD,20162869,10,택시운전사,2017-08-02,21990000,1.0,-6720000,-23.4,179705000,3613,-1172,-24.5,29606,19,19
20170714,1,1,0,OLD,20167303,1,스파이더맨: 홈 커밍,2017-07-05,2143060542,64.5,739575442,52.7,38692406566,256830,72907,39.6,4742302,1700,8751
20170714,2,2,0,OLD,20178982,2,박열,2017-06-28,354964342,10.7,104518242,41.7,15733819038,45994,10501,29.6,2051674,630,2223
20170714,3,3,1,OLD,20177501,3,플립,2017-07-12,180557400,5.4,60084900,49.9,414667300,21784,5445,33.3,53420,227,733
20170714,4,4,-1,OLD,20175522,4,카3: 새로운 도전,2017-07-13,134365558,4.0,21153358,18.7,291223758,18730,1693,9.9,40531,553,1190
20170714,5,5,0,OLD,20174801,5,내 사랑,2017-07-12,111573800,3.4,23745200,27,323748600,13898,1794,14.8,42833,210,625
20170714,6,6,1,OLD,20081056,6,다크 나이트,2008-08-06,84250400,2.5,24345800,40.6,27301129900,9853,2086,26.9,4117692,146,424
20170714,7,7,-1,OLD,20176562,7,예수는 역사다,2017-07-13,56594600,1.7,3368700,6.3,148656500,7670,-290,-3.6,21655,205,306
20170714,8,8,0,OLD,20158485,8,옥자,2017-06-29,49113500,1.5,14908000,43.6,1855003000,6559,1924,41.5,245121,89,242
20170714,9,9,1,OLD,20162869,9,택시운전사,2017-08-02,31077000,0.9,9087000,41.3,210782000,5003,1390,38.5,34609,27,28
20170714,10,10,1,OLD,20166967,10,트랜스포머: 최후의 기사,2017-06-21,31695300,1.0,12199700,62.6,21319126428,4027,1385,52.4,2590905,212,328
20170715,1,1,0,OLD,20167303,1,스파이더맨: 홈 커밍,2017-07-05,5301827757,65.3,3158767215,147.4,43994234323,632067,375237,146.1,5374369,1781,9257
20170715,2,2,2,OLD,20175522,2,카3: 새로운 도전,2017-07-13,948461043,11.7,814095485,605.9,1239684801,126361,107631,574.6,166892,800,2178
20170715,3,3,-1,OLD,20178982,3,박열,2017-06-28,688937257,8.5,333972915,94.1,16422756295,85482,39488,85.9,2137156,638,2025
20170715,4,4,-1,OLD,20177501,4,플립,2017-07-12,352230100,4.3,171672700,95.1,766897400,41661,19877,91.2,95081,249,873
20170715,5,5,0,OLD,20174801,5,내 사랑,2017-07-12,184449700,2.3,72875900,65.3,508198300,22392,8494,61.1,65225,232,562
20170715,6,6,0,OLD,20081056,6,다크 나이트,2008-08-06,150444300,1.9,66193900,78.6,27451574200,17225,7372,74.8,4134917,153,382
20170715,7,7,1,OLD,20158485,7,옥자,2017-06-29,99951000,1.2,50837500,103.5,1954954000,12912,6353,96.9,258033,93,265
20170715,8,8,-1,OLD,20176562,8,예수는 역사다,2017-07-13,91003100,1.1,34408500,60.8,239659600,11823,4153,54.1,33478,199,297
20170715,9,9,1,OLD,20166967,9,트랜스포머: 최후의 기사,2017-06-21,69804900,0.9,38109600,120.2,21388931328,8824,4797,119.1,2599729,203,312
20170715,10,10,2,OLD,20161872,10,너의 이름은.,2017-01-04,31218600,0.4,17297200,124.2,29460205356,4049,2286,129.7,3661217,198,289
20170716,1,1,0,OLD,20167303,1,스파이더맨: 홈 커밍,2017-07-05,4416140150,63.0,-885687607,-16.7,48410374473,528457,-103610,-16.4,5902826,1762,8901
20170716,2,2,0,OLD,20175522,2,카3: 새로운 도전,2017-07-13,922140200,13.2,-26320843,-2.8,2161825001,121870,-4491,-3.6,288762,798,2163
20170716,3,3,0,OLD,20178982,3,박열,2017-06-28,607606300,8.7,-81330957,-11.8,17030362595,75059,-10423,-12.2,2212215,620,1948
20170716,4,4,0,OLD,20177501,4,플립,2017-07-12,334341000,4.8,-17889100,-5.1,1101238400,39542,-2119,-5.1,134623,248,864
20170716,5,5,0,OLD,20174801,5,내 사랑,2017-07-12,172569000,2.5,-11880700,-6.4,680767300,20771,-1621,-7.2,85996,233,552
20170716,6,6,2,OLD,20176562,6,예수는 역사다,2017-07-13,109627200,1.6,18624100,20.5,349286800,14274,2451,20.7,47752,217,316
20170716,7,7,-1,OLD,20081056,7,다크 나이트,2008-08-06,118372600,1.7,-32071700,-21.3,27569946800,13845,-3380,-19.6,4148762,151,356
20170716,8,8,-1,OLD,20158485,8,옥자,2017-06-29,79610900,1.1,-20340100,-20.4,2034564900,10419,-2493,-19.3,268452,93,257
20170716,9,9,0,OLD,20166967,9,트랜스포머: 최후의 기사,2017-06-21,58387900,0.8,-11417000,-16.4,21447319228,7394,-1430,-16.2,2607123,191,292
20170716,10,10,1,OLD,20179245,10,판타스틱 단편 걸작선 1, ,30000000,0.4,6000000,25,102000000,5000,1000,25,17000,3,24
20170717,1,1,0,OLD,20167303,1,스파이더맨: 홈 커밍,2017-07-05,958471900,54.4,-3457668250,-78.3,49368846373,124148,-404309,-76.5,6026974,1600,8068
20170717,2,2,1,OLD,20178982,2,박열,2017-06-28,200598000,11.4,-407008300,-67,17230960595,27965,-47094,-62.7,2240180,577,2100
20170717,3,3,1,OLD,20177501,3,플립,2017-07-12,141227500,8.0,-193113500,-57.8,1242465900,18975,-20567,-52,153598,200,895
20170717,4,4,1,OLD,20174801,4,내 사랑,2017-07-12,100272500,5.7,-72296500,-41.9,781039800,13411,-7360,-35.4,99407,204,687
20170717,5,5,-3,OLD,20175522,5,카3: 새로운 도전,2017-07-13,66649000,3.8,-855491200,-92.8,2228474001,9753,-112117,-92,298515,488,1080
20170717,6,6,0,OLD,20176562,6,예수는 역사다,2017-07-13,61085800,3.5,-48541400,-44.3,410372600,8679,-5595,-39.2,56431,204,364
20170717,7,7,0,OLD,20081056,7,다크 나이트,2008-08-06,46705400,2.6,-71667200,-60.5,27616652200,5872,-7973,-57.6,4154634,143,413
20170717,8,8,2,OLD,20179245,8,판타스틱 단편 걸작선 1, ,30000000,1.7,0,0,132000000,5000,0,0,22000,3,24
20170717,9,9,-1,OLD,20158485,9,옥자,2017-06-29,25662400,1.5,-53948500,-67.8,2060227300,3487,-6932,-66.5,271939,75,211
20170717,10,10,0,NEW,20162869,10,택시운전사,2017-08-02,20363000,1.2,20363000,100,245319000,3125,3125,100,39950,18,19
